
Independent House,Beginner,High,High,Moderate,No,Dog_Labrador
Independent House,Experienced,High,High,Moderate,Yes - Dog,Dog_Labrador
Independent House,Beginner,Medium,High,Moderate,No,Dog_Labrador
Independent House,Experienced,High,High,High,Yes - Dog,Dog_Labrador
Independent House,Beginner,High,Medium,High,No,Dog_Labrador

Independent House,Experienced,High,High,Moderate,Yes - Dog,Dog_Beagle
Independent House,Beginner,High,High,Moderate,No,Dog_Beagle
Independent House,Experienced,High,High,Moderate,Yes - Cat,Dog_Beagle
Independent House,Experienced,High,High,Moderate,Yes - Other,Dog_Beagle
Independent House,Beginner,Medium,High,Moderate,No,Dog_Beagle
Independent House,Experienced,High,High,Moderate,Yes - Dog,Dog_Beagle
Independent House,Beginner,High,High,Moderate,No,Dog_Beagle
Independent House,Experienced,High,High,Moderate,Yes - Cat,Dog_Beagle
Independent House,Experienced,High,High,Moderate,Yes - Other,Dog_Beagle
Independent House,Beginner,Medium,High,Moderate,No,Dog_Beagle
Independent House,Experienced,High,High,Moderate,Yes - Dog,Dog_Beagle
Independent House,Beginner,High,High,Moderate,No,Dog_Beagle
Independent House,Experienced,High,High,Moderate,Yes - Cat,Dog_Beagle
Independent House,Experienced,High,High,Moderate,Yes - Other,Dog_Beagle
Independent House,Beginner,Medium,High,Moderate,No,Dog_Beagle
Independent House,Experienced,High,High,Moderate,Yes - Dog,Dog_Beagle
Independent House,Beginner,High,High,Moderate,No,Dog_Beagle
Independent House,Experienced,High,High,Moderate,Yes - Cat,Dog_Beagle
Independent House,Experienced,High,High,Moderate,Yes - Other,Dog_Beagle
Independent House,Beginner,Medium,High,Moderate,No,Dog_Beagle

Farm / Large Property,Experienced,High,High,High,Yes - Dog,Dog_GermanShepherd
Farm / Large Property,Experienced,High,High,High,Yes - Other,Dog_GermanShepherd
Farm / Large Property,Experienced,Medium,High,High,Yes - Dog,Dog_GermanShepherd
Farm / Large Property,Experienced,High,High,High,No,Dog_GermanShepherd
Farm / Large Property,Experienced,High,High,Moderate,Yes - Dog,Dog_GermanShepherd
Farm / Large Property,Experienced,High,High,High,Yes - Cat,Dog_GermanShepherd
Farm / Large Property,Experienced,Medium,High,High,Yes - Other,Dog_GermanShepherd
Farm / Large Property,Experienced,High,High,High,Yes - Dog,Dog_GermanShepherd
Farm / Large Property,Experienced,Medium,High,High,Yes - Dog,Dog_GermanShepherd
Farm / Large Property,Experienced,High,High,High,No,Dog_GermanShepherd
Farm / Large Property,Experienced,High,High,Moderate,Yes - Dog,Dog_GermanShepherd
Farm / Large Property,Experienced,High,High,High,Yes - Cat,Dog_GermanShepherd
Farm / Large Property,Experienced,Medium,High,High,Yes - Other,Dog_GermanShepherd
Farm / Large Property,Experienced,High,High,High,Yes - Dog,Dog_GermanShepherd
Farm / Large Property,Experienced,Medium,High,High,Yes - Dog,Dog_GermanShepherd
Farm / Large Property,Experienced,High,High,High,No,Dog_GermanShepherd
Farm / Large Property,Experienced,High,High,Moderate,Yes - Dog,Dog_GermanShepherd
Farm / Large Property,Experienced,High,High,High,Yes - Cat,Dog_GermanShepherd
Farm / Large Property,Experienced,Medium,High,High,Yes - Other,Dog_GermanShepherd
Farm / Large Property,Experienced,High,High,High,Yes - Dog,Dog_GermanShepherd
